35.937496,14.375416,Malta,Malta,Malti
-20.348404,57.552152,Mauritius,Maurice,English
3.202778,73.22068,Maldives,Maldives,Maldivian
-13.254308,34.301525,Malawi,Malawi,English
23.634501,-102.552784,Mexico,México,Español
4.210484,101.975766,Malaysia,Malaysia,MΕλληνικάayu
-18.665695,35.529562,Mozambique,Moçambique,Português
-22.95764,18.49041,Namibia,Namibia,English
-20.904305,165.618042,New Caledonia,Nouvelle-Calédonie,français
17.607789,8.081666,Niger,Niger,français
-29.040835,167.954712,Norfolk Island,Norfolk Island,English
9.081999,8.675277,Nigeria,Nigeria,English
12.865416,-85.207229,Nicaragua,Nicaragua,Español
52.132633,5.291266,Netherlands,Nederland,Nederlands
60.472024,8.468946,Norway,Norge,norsk
28.394857,84.124008,Nepal,नपल,नेपाली
-0.522778,166.931503,Nauru,Nauru,English
-19.054445,-169.867233,Niue,Niuē,English
-40.900557,174.885971,New Zealand,New Zealand,English
21.512583,55.923255,Oman,عمان,عربى
8.537981,-80.782127,Panama,Panamá,Español
-9.189967,-75.015152,Peru,Perú,Español
-17.679742,-149.406843,French Polynesia,Polynésie française,français
-6.314993,143.95555,Papua New Guinea,Papua Niugini,English
12.879721,121.774017,Philippines,Pilipinas,English
30.375321,69.345116,Pakistan,Pakistan,English
51.919438,19.145136,Poland,Polska,Polskie
46.941936,-56.27111,Saint Pierre and Miquelon,Saint-Pierre-et-Miquelon,français
-24.703615,-127.439308,Pitcairn Islands,Pitcairn Islands,English
18.220833,-66.590149,Puerto Rico,Puerto Rico,Español
31.952162,35.233154,Palestinian Territories,فلسطين,عربى
39.399872,-8.224454,Portugal,Portugal,Português
7.51498,134.58252,Palau,Palau,English
-23.442503,-58.443832,Paraguay,Paraguay,Español
25.354826,51.183884,Qatar,قطر,عربى
-21.115141,55.536384,Réunion,La Réunion,français
45.943161,24.96676,Romania,România,Română
44.016521,21.005859,Serbia,Србија,Српски
61.52401,105.318756,Russia,Россия,русский
-1.940278,29.873888,Rwanda,Rwanda,Kinyarwanda
23.885942,45.079162,Saudi Arabia,العربية السعودية,عربى
-9.64571,160.156194,Solomon Islands,Solomon Islands,English
-4.679574,55.491977,Seychelles,Seychelles,français
12.862807,30.217636,Sudan,السودان,عربى
60.128161,18.643501,Sweden,Sverige,svenska
1.352083,103.819836,Singapore,Singapore,English
-24.143474,-10.030696,Saint Helena,Saint Helena,English
46.151241,14.995463,Slovenia,Slovenija,Slovenščina
77.553604,23.670272,Svalbard and Jan Mayen,Svalbard og Jan Mayen,norsk
48.669026,19.699024,Slovakia,Slovensko,slovenský
8.460555,-11.779889,Sierra Leone,Sierra Leone,English
43.94236,12.457777,San Marino,San Marino,italiano
14.497401,-14.452362,Senegal,Sénégal,français
5.152149,46.199616,Somalia,Soomaaliya,Soomaali
3.919305,-56.027783,Suriname,Suriname,Nederlands
0.18636,6.613081,São Tomé and Príncipe,São Tomé e Príncipe,English
13.794185,-88.89653,El Salvador,El Salvador,Português
34.802075,38.996815,Syria,سوريا,عربى
-26.522503,31.465866,Swaziland,Swaziland,English
21.694025,-71.797928,Turks and Caicos Islands,Turks and Caicos Islands,English
15.454166,18.732207,Chad,Tchad,français
-49.280366,69.348557,French Southern Territories,Territoire des Terres australes et antarctiques fr,français
8.619543,0.824782,Togo,Togo,français
15.870032,100.992541,Thailand,ประเทศไทย, ไทย
38.861034,71.276093,Tajikistan,Тоҷикистон,Тоҷикӣ
-8.967363,-171.855881,Tokelau,Tokelau,English
-8.874217,125.727539,Timor-Leste,Timor-Leste,Português
38.969719,59.556278,Turkmenistan,Türkmenistan,Türkmen
33.886917,9.537499,Tunisia,تونس,عربى
-21.178986,-175.198242,Tonga,Tonga,English
38.963745,35.243322,Turkey,Türkiye,Türk
10.691803,-61.222503,Trinidad and Tobago,Trinidad and Tobago,English
-7.109535,177.64933,Tuvalu,Tuvalu,English
23.69781,120.960515,Taiwan,臺灣, 中文
-6.369028,34.888822,Tanzania,Tanzania,Kiswahili
48.379433,31.16558,Ukraine,Україна,Українська
1.373333,32.290275,Uganda,Uganda,English
,,U.S. Minor Outlying Islands,United States Minor Outlying Islands,English
37.09024,-95.712891,United States,United States,English
-32.522779,-55.765835,Uruguay,Uruguay,Español
41.377491,64.585262,Uzbekistan,O‘zbekiston,O'zbek
41.902916,12.453389,Vatican City,Vaticano,italiano
12.984305,-61.287228,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,English
6.42375,-66.58973,Venezuela,Venezuela,Español
18.420695,-64.639968,British Virgin Islands,British Virgin Islands,English
18.335765,-64.896335,U.S. Virgin Islands,United States Virgin Islands,English
14.058324,108.277199,Vietnam,Việt Nam,Tiếng Việt
-15.376706,166.959158,Vanuatu,Vanuatu,Creole
-13.768752,-177.156097,Wallis and Futuna,Wallis et Futuna,français
-13.759029,-172.104629,Samoa,Samoa,Samoan
42.602636,20.902977,Kosovo,Republika e Kosovës,shqiptar
15.552727,48.516388,Yemen,اليَمَن,عربى
-12.8275,45.166244,Mayotte,Mayotte,français
-30.559482,22.937506,South Africa,South Africa,Afrikaans
-13.133897,27.849332,Zambia,Zambia,English
-19.015438,29.154857,Zimbabwe,Zimbabwe,English
